Valim,Vd,Vg,Vs,Vb,Id,Ig,Is,Ib
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,1.038901e-12,1.660299e-14,1.038901e-12,-2.09446e-12,
1.000000e-02,0.000000e+00,0.000000e+00,1.000000e-02,1.000000e+00,1.121672e-12,1.660325e-14,9.461289e-13,-2.08442e-12,
2.000000e-02,0.000000e+00,0.000000e+00,2.000000e-02,1.000000e+00,1.251938e-12,1.660348e-14,8.058636e-13,-2.07448e-12,
3.000000e-02,0.000000e+00,0.000000e+00,3.000000e-02,1.000000e+00,1.447575e-12,1.660371e-14,6.002263e-13,-2.06449e-12,
4.000000e-02,0.000000e+00,0.000000e+00,4.000000e-02,1.000000e+00,1.732251e-12,1.660392e-14,3.055498e-13,-2.05441e-12,
5.000000e-02,0.000000e+00,0.000000e+00,5.000000e-02,1.000000e+00,2.138615e-12,1.660412e-14,-1.10814e-13,-2.04445e-12,
6.000000e-02,0.000000e+00,0.000000e+00,6.000000e-02,1.000000e+00,2.713717e-12,1.660431e-14,-6.95916e-13,-2.03451e-12,
7.000000e-02,0.000000e+00,0.000000e+00,7.000000e-02,1.000000e+00,3.526636e-12,1.660450e-14,-1.51884e-12,-2.02438e-12,
8.000000e-02,0.000000e+00,0.000000e+00,8.000000e-02,1.000000e+00,4.678087e-12,1.660468e-14,-2.68029e-12,-2.01442e-12,
9.000000e-02,0.000000e+00,0.000000e+00,9.000000e-02,1.000000e+00,6.312879e-12,1.660487e-14,-4.32508e-12,-2.00442e-12,
1.000000e-01,0.000000e+00,0.000000e+00,1.000000e-01,1.000000e+00,8.637342e-12,1.660507e-14,-6.65954e-12,-1.99443e-12,
1.100000e-01,0.000000e+00,0.000000e+00,1.100000e-01,1.000000e+00,1.194434e-11,1.660528e-14,-9.97654e-12,-1.98447e-12,
1.200000e-01,0.000000e+00,0.000000e+00,1.200000e-01,1.000000e+00,1.664893e-11,1.660552e-14,-1.46911e-11,-1.97442e-12,
1.300000e-01,0.000000e+00,0.000000e+00,1.300000e-01,1.000000e+00,2.333886e-11,1.660580e-14,-2.13911e-11,-1.96443e-12,
1.400000e-01,0.000000e+00,0.000000e+00,1.400000e-01,1.000000e+00,3.284565e-11,1.660614e-14,-3.09078e-11,-1.95446e-12,
1.500000e-01,0.000000e+00,0.000000e+00,1.500000e-01,1.000000e+00,4.634442e-11,1.660657e-14,-4.44166e-11,-1.94436e-12,
1.600000e-01,0.000000e+00,0.000000e+00,1.600000e-01,1.000000e+00,6.549382e-11,1.660714e-14,-6.35760e-11,-1.93437e-12,
1.700000e-01,0.000000e+00,0.000000e+00,1.700000e-01,1.000000e+00,9.263155e-11,1.660793e-14,-9.07237e-11,-1.92446e-12,
1.800000e-01,0.000000e+00,0.000000e+00,1.800000e-01,1.000000e+00,1.310470e-10,1.660899e-14,-1.29149e-10,-1.91450e-12,
1.900000e-01,0.000000e+00,0.000000e+00,1.900000e-01,1.000000e+00,1.853603e-10,1.661040e-14,-1.83473e-10,-1.90448e-12,
2.000000e-01,0.000000e+00,0.000000e+00,2.000000e-01,1.000000e+00,2.620468e-10,1.661228e-14,-2.60169e-10,-1.89446e-12,
2.100000e-01,0.000000e+00,0.000000e+00,2.100000e-01,1.000000e+00,3.701612e-10,1.661481e-14,-3.68293e-10,-1.88446e-12,
2.200000e-01,0.000000e+00,0.000000e+00,2.200000e-01,1.000000e+00,5.223323e-10,1.661823e-14,-5.20475e-10,-1.87445e-12,
2.300000e-01,0.000000e+00,0.000000e+00,2.300000e-01,1.000000e+00,7.361219e-10,1.662288e-14,-7.34274e-10,-1.86445e-12,
2.400000e-01,0.000000e+00,0.000000e+00,2.400000e-01,1.000000e+00,1.035873e-09,1.662921e-14,-1.03404e-09,-1.85446e-12,
2.500000e-01,0.000000e+00,0.000000e+00,2.500000e-01,1.000000e+00,1.455208e-09,1.663784e-14,-1.45338e-09,-1.84447e-12,
2.600000e-01,0.000000e+00,0.000000e+00,2.600000e-01,1.000000e+00,2.040383e-09,1.664962e-14,-2.03857e-09,-1.83450e-12,
2.700000e-01,0.000000e+00,0.000000e+00,2.700000e-01,1.000000e+00,2.854767e-09,1.666569e-14,-2.85296e-09,-1.82454e-12,
2.800000e-01,0.000000e+00,0.000000e+00,2.800000e-01,1.000000e+00,3.984775e-09,1.668756e-14,-3.98298e-09,-1.81452e-12,
2.900000e-01,0.000000e+00,0.000000e+00,2.900000e-01,1.000000e+00,5.547678e-09,1.671726e-14,-5.54589e-09,-1.80458e-12,
3.000000e-01,0.000000e+00,0.000000e+00,3.000000e-01,1.000000e+00,7.701837e-09,1.675746e-14,-7.70006e-09,-1.79456e-12,
3.100000e-01,0.000000e+00,0.000000e+00,3.100000e-01,1.000000e+00,1.066000e-08,1.681164e-14,-1.06582e-08,-1.78466e-12,
3.200000e-01,0.000000e+00,0.000000e+00,3.200000e-01,1.000000e+00,1.470654e-08,1.688433e-14,-1.47048e-08,-1.77480e-12,
3.300000e-01,0.000000e+00,0.000000e+00,3.300000e-01,1.000000e+00,2.021968e-08,1.698133e-14,-2.02179e-08,-1.76487e-12,
3.400000e-01,0.000000e+00,0.000000e+00,3.400000e-01,1.000000e+00,2.770008e-08,1.711000e-14,-2.76983e-08,-1.75504e-12,
3.500000e-01,0.000000e+00,0.000000e+00,3.500000e-01,1.000000e+00,3.780738e-08,1.727961e-14,-3.78057e-08,-1.74527e-12,
3.600000e-01,0.000000e+00,0.000000e+00,3.600000e-01,1.000000e+00,5.140653e-08,1.750168e-14,-5.14048e-08,-1.73545e-12,
3.700000e-01,0.000000e+00,0.000000e+00,3.700000e-01,1.000000e+00,6.962579e-08,1.779040e-14,-6.96241e-08,-1.72581e-12,
3.800000e-01,0.000000e+00,0.000000e+00,3.800000e-01,1.000000e+00,9.392753e-08,1.816312e-14,-9.39258e-08,-1.71632e-12,
3.900000e-01,0.000000e+00,0.000000e+00,3.900000e-01,1.000000e+00,1.261915e-07,1.864083e-14,-1.26190e-07,-1.70691e-12,
4.000000e-01,0.000000e+00,0.000000e+00,4.000000e-01,1.000000e+00,1.688071e-07,1.924888e-14,-1.68805e-07,-1.69764e-12,
4.100000e-01,0.000000e+00,0.000000e+00,4.100000e-01,1.000000e+00,2.247674e-07,2.001765e-14,-2.24766e-07,-1.68857e-12,
4.200000e-01,0.000000e+00,0.000000e+00,4.200000e-01,1.000000e+00,2.977497e-07,2.098360e-14,-2.97748e-07,-1.67980e-12,
4.300000e-01,0.000000e+00,0.000000e+00,4.300000e-01,1.000000e+00,3.921660e-07,2.219039e-14,-3.92164e-07,-1.67141e-12,
4.400000e-01,0.000000e+00,0.000000e+00,4.400000e-01,1.000000e+00,5.131582e-07,2.369043e-14,-5.13157e-07,-1.66334e-12,
4.500000e-01,0.000000e+00,0.000000e+00,4.500000e-01,1.000000e+00,6.665190e-07,2.554668e-14,-6.66517e-07,-1.65579e-12,
4.600000e-01,0.000000e+00,0.000000e+00,4.600000e-01,1.000000e+00,8.585260e-07,2.783502e-14,-8.58524e-07,-1.64888e-12,
4.700000e-01,0.000000e+00,0.000000e+00,4.700000e-01,1.000000e+00,1.095689e-06,3.064696e-14,-1.09569e-06,-1.64260e-12,
4.800000e-01,0.000000e+00,0.000000e+00,4.800000e-01,1.000000e+00,1.384434e-06,3.409300e-14,-1.38443e-06,-1.63711e-12,
4.900000e-01,0.000000e+00,0.000000e+00,4.900000e-01,1.000000e+00,1.730755e-06,3.830666e-14,-1.73075e-06,-1.63272e-12,
5.000000e-01,0.000000e+00,0.000000e+00,5.000000e-01,1.000000e+00,2.139884e-06,4.344910e-14,-2.13988e-06,-1.62936e-12,
5.100000e-01,0.000000e+00,0.000000e+00,5.100000e-01,1.000000e+00,2.616017e-06,4.971477e-14,-2.61601e-06,-1.62759e-12,
5.200000e-01,0.000000e+00,0.000000e+00,5.200000e-01,1.000000e+00,3.162131e-06,5.733790e-14,-3.16213e-06,-1.62725e-12,
5.300000e-01,0.000000e+00,0.000000e+00,5.300000e-01,1.000000e+00,3.779913e-06,6.660025e-14,-3.77991e-06,-1.62897e-12,
5.400000e-01,0.000000e+00,0.000000e+00,5.400000e-01,1.000000e+00,4.469783e-06,7.784023e-14,-4.46978e-06,-1.63286e-12,
5.500000e-01,0.000000e+00,0.000000e+00,5.500000e-01,1.000000e+00,5.231013e-06,9.146366e-14,-5.23101e-06,-1.63936e-12,
5.600000e-01,0.000000e+00,0.000000e+00,5.600000e-01,1.000000e+00,6.061898e-06,1.079566e-13,-6.06190e-06,-1.64907e-12,
5.700000e-01,0.000000e+00,0.000000e+00,5.700000e-01,1.000000e+00,6.959962e-06,1.279005e-13,-6.95996e-06,-1.66248e-12,
5.800000e-01,0.000000e+00,0.000000e+00,5.800000e-01,1.000000e+00,7.922175e-06,1.519901e-13,-7.92217e-06,-1.68021e-12,
5.900000e-01,0.000000e+00,0.000000e+00,5.900000e-01,1.000000e+00,8.945146e-06,1.810552e-13,-8.94514e-06,-1.70314e-12,
