Valim,Vd,Vg,Vs,Vb,Id,Ig,Is,Ib
0.000000e+00,0.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,2.870187e-08,-1.02141e-14,-2.87008e-08,-1.09893e-12,
1.000000e-02,1.000000e-02,1.000000e+00,1.000000e+00,1.000000e+00,2.666811e-08,-9.65894e-15,-2.66670e-08,-1.08832e-12,
2.000000e-02,2.000000e-02,1.000000e+00,1.000000e+00,1.000000e+00,2.479065e-08,-9.21485e-15,-2.47896e-08,-1.07792e-12,
3.000000e-02,3.000000e-02,1.000000e+00,1.000000e+00,1.000000e+00,2.305706e-08,-8.65974e-15,-2.30560e-08,-1.06762e-12,
4.000000e-02,4.000000e-02,1.000000e+00,1.000000e+00,1.000000e+00,2.145586e-08,-8.10463e-15,-2.14548e-08,-1.05743e-12,
5.000000e-02,5.000000e-02,1.000000e+00,1.000000e+00,1.000000e+00,1.997649e-08,-7.66054e-15,-1.99754e-08,-1.04730e-12,
6.000000e-02,6.000000e-02,1.000000e+00,1.000000e+00,1.000000e+00,1.860922e-08,-7.21645e-15,-1.86082e-08,-1.03728e-12,
7.000000e-02,7.000000e-02,1.000000e+00,1.000000e+00,1.000000e+00,1.734511e-08,-6.88338e-15,-1.73441e-08,-1.02726e-12,
8.000000e-02,8.000000e-02,1.000000e+00,1.000000e+00,1.000000e+00,1.617591e-08,-6.43929e-15,-1.61749e-08,-1.01713e-12,
9.000000e-02,9.000000e-02,1.000000e+00,1.000000e+00,1.000000e+00,1.509405e-08,-6.10623e-15,-1.50930e-08,-1.00719e-12,
1.000000e-01,1.000000e-01,1.000000e+00,1.000000e+00,1.000000e+00,1.409257e-08,-5.77316e-15,-1.40916e-08,-9.97258e-13,
1.100000e-01,1.100000e-01,1.000000e+00,1.000000e+00,1.000000e+00,1.316504e-08,-5.44009e-15,-1.31640e-08,-9.87238e-13,
1.200000e-01,1.200000e-01,1.000000e+00,1.000000e+00,1.000000e+00,1.230559e-08,-4.99600e-15,-1.23046e-08,-9.77246e-13,
1.300000e-01,1.300000e-01,1.000000e+00,1.000000e+00,1.000000e+00,1.150881e-08,-4.88498e-15,-1.15078e-08,-9.67171e-13,
1.400000e-01,1.400000e-01,1.000000e+00,1.000000e+00,1.000000e+00,1.076971e-08,-4.55191e-15,-1.07687e-08,-9.57207e-13,
1.500000e-01,1.500000e-01,1.000000e+00,1.000000e+00,1.000000e+00,1.008374e-08,-4.32987e-15,-1.00828e-08,-9.47187e-13,
1.600000e-01,1.600000e-01,1.000000e+00,1.000000e+00,1.000000e+00,9.446696e-09,-3.99680e-15,-9.44575e-09,-9.37167e-13,
1.700000e-01,1.700000e-01,1.000000e+00,1.000000e+00,1.000000e+00,8.854732e-09,-3.88578e-15,-8.85380e-09,-9.27175e-13,
1.800000e-01,1.800000e-01,1.000000e+00,1.000000e+00,1.000000e+00,8.304313e-09,-3.55271e-15,-8.30339e-09,-9.17127e-13,
1.900000e-01,1.900000e-01,1.000000e+00,1.000000e+00,1.000000e+00,7.792192e-09,-3.44169e-15,-7.79128e-09,-9.07163e-13,
2.000000e-01,2.000000e-01,1.000000e+00,1.000000e+00,1.000000e+00,7.315393e-09,-3.21965e-15,-7.31449e-09,-8.97116e-13,
2.100000e-01,2.100000e-01,1.000000e+00,1.000000e+00,1.000000e+00,6.871181e-09,-2.99760e-15,-6.87029e-09,-8.87124e-13,
2.200000e-01,2.200000e-01,1.000000e+00,1.000000e+00,1.000000e+00,6.457051e-09,-2.77556e-15,-6.45617e-09,-8.77243e-13,
2.300000e-01,2.300000e-01,1.000000e+00,1.000000e+00,1.000000e+00,6.070699e-09,-2.55351e-15,-6.06983e-09,-8.67195e-13,
2.400000e-01,2.400000e-01,1.000000e+00,1.000000e+00,1.000000e+00,5.710016e-09,-2.44249e-15,-5.70916e-09,-8.57148e-13,
2.500000e-01,2.500000e-01,1.000000e+00,1.000000e+00,1.000000e+00,5.373064e-09,-2.33147e-15,-5.37221e-09,-8.47183e-13,
2.600000e-01,2.600000e-01,1.000000e+00,1.000000e+00,1.000000e+00,5.058065e-09,-2.22045e-15,-5.05723e-09,-8.37164e-13,
2.700000e-01,2.700000e-01,1.000000e+00,1.000000e+00,1.000000e+00,4.763387e-09,-2.10942e-15,-4.76256e-09,-8.27116e-13,
2.800000e-01,2.800000e-01,1.000000e+00,1.000000e+00,1.000000e+00,4.487534e-09,-1.88738e-15,-4.48672e-09,-8.17152e-13,
2.900000e-01,2.900000e-01,1.000000e+00,1.000000e+00,1.000000e+00,4.229131e-09,-1.88738e-15,-4.22832e-09,-8.07104e-13,
3.000000e-01,3.000000e-01,1.000000e+00,1.000000e+00,1.000000e+00,3.986914e-09,-1.77636e-15,-3.98612e-09,-7.97085e-13,
3.100000e-01,3.100000e-01,1.000000e+00,1.000000e+00,1.000000e+00,3.759726e-09,-1.55431e-15,-3.75894e-09,-7.87204e-13,
3.200000e-01,3.200000e-01,1.000000e+00,1.000000e+00,1.000000e+00,3.546501e-09,-1.44329e-15,-3.54572e-09,-7.77128e-13,
