Valim,Vd,Vg,Vs,Vb,Id,Ig,Is,Ib
0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00,-1.59566e-04,4.107382e-10,1.595655e-04,-4.12442e-10,
1.000000e-02,1.000000e+00,0.000000e+00,1.000000e-02,1.000000e+00,-1.58473e-04,4.019607e-10,1.584725e-04,-4.03636e-10,
2.000000e-02,1.000000e+00,0.000000e+00,2.000000e-02,1.000000e+00,-1.57382e-04,3.933477e-10,1.573825e-04,-3.94996e-10,
3.000000e-02,1.000000e+00,0.000000e+00,3.000000e-02,1.000000e+00,-1.56295e-04,3.848967e-10,1.562950e-04,-3.86517e-10,
4.000000e-02,1.000000e+00,0.000000e+00,4.000000e-02,1.000000e+00,-1.55210e-04,3.766052e-10,1.552098e-04,-3.78198e-10,
5.000000e-02,1.000000e+00,0.000000e+00,5.000000e-02,1.000000e+00,-1.54127e-04,3.684710e-10,1.541265e-04,-3.70037e-10,
6.000000e-02,1.000000e+00,0.000000e+00,6.000000e-02,1.000000e+00,-1.53045e-04,3.604915e-10,1.530451e-04,-3.62031e-10,
7.000000e-02,1.000000e+00,0.000000e+00,7.000000e-02,1.000000e+00,-1.51965e-04,3.526644e-10,1.519652e-04,-3.54177e-10,
8.000000e-02,1.000000e+00,0.000000e+00,8.000000e-02,1.000000e+00,-1.50887e-04,3.449874e-10,1.508867e-04,-3.46474e-10,
9.000000e-02,1.000000e+00,0.000000e+00,9.000000e-02,1.000000e+00,-1.49809e-04,3.374582e-10,1.498093e-04,-3.38918e-10,
1.000000e-01,1.000000e+00,0.000000e+00,1.000000e-01,1.000000e+00,-1.48733e-04,3.300744e-10,1.487330e-04,-3.31508e-10,
1.100000e-01,1.000000e+00,0.000000e+00,1.100000e-01,1.000000e+00,-1.47658e-04,3.228339e-10,1.476576e-04,-3.24242e-10,
1.200000e-01,1.000000e+00,0.000000e+00,1.200000e-01,1.000000e+00,-1.46583e-04,3.157343e-10,1.465829e-04,-3.17117e-10,
1.300000e-01,1.000000e+00,0.000000e+00,1.300000e-01,1.000000e+00,-1.45509e-04,3.087734e-10,1.455088e-04,-3.10131e-10,
1.400000e-01,1.000000e+00,0.000000e+00,1.400000e-01,1.000000e+00,-1.44435e-04,3.019490e-10,1.444350e-04,-3.03281e-10,
1.500000e-01,1.000000e+00,0.000000e+00,1.500000e-01,1.000000e+00,-1.43362e-04,2.952590e-10,1.433615e-04,-2.96566e-10,
1.600000e-01,1.000000e+00,0.000000e+00,1.600000e-01,1.000000e+00,-1.42288e-04,2.887011e-10,1.422880e-04,-2.89984e-10,
1.700000e-01,1.000000e+00,0.000000e+00,1.700000e-01,1.000000e+00,-1.41214e-04,2.822733e-10,1.412145e-04,-2.83532e-10,
1.800000e-01,1.000000e+00,0.000000e+00,1.800000e-01,1.000000e+00,-1.40141e-04,2.759734e-10,1.401406e-04,-2.77208e-10,
1.900000e-01,1.000000e+00,0.000000e+00,1.900000e-01,1.000000e+00,-1.39066e-04,2.697993e-10,1.390661e-04,-2.71010e-10,
2.000000e-01,1.000000e+00,0.000000e+00,2.000000e-01,1.000000e+00,-1.37991e-04,2.637490e-10,1.379909e-04,-2.64935e-10,
2.100000e-01,1.000000e+00,0.000000e+00,2.100000e-01,1.000000e+00,-1.36915e-04,2.578203e-10,1.369147e-04,-2.58983e-10,
2.200000e-01,1.000000e+00,0.000000e+00,2.200000e-01,1.000000e+00,-1.35837e-04,2.520114e-10,1.358372e-04,-2.53151e-10,
2.300000e-01,1.000000e+00,0.000000e+00,2.300000e-01,1.000000e+00,-1.34758e-04,2.463201e-10,1.347581e-04,-2.47437e-10,
2.400000e-01,1.000000e+00,0.000000e+00,2.400000e-01,1.000000e+00,-1.33677e-04,2.407445e-10,1.336772e-04,-2.41839e-10,
2.500000e-01,1.000000e+00,0.000000e+00,2.500000e-01,1.000000e+00,-1.32594e-04,2.352826e-10,1.325940e-04,-2.36354e-10,
