p3n,p2n,p1n,p0n,g3n,g2n,g1n,g0n,cnn,V(cnx),V(cny),V(cnz),V(gn),V(pn),I(Va),I(V1),I(V2),I(V3),I(V4),I(V5),I(V6),I(V7),I(V8),I(V9)
0,0,1,0,1,0,1,1,0, 9.998972e-01, 5.070736e-05, 9.998974e-01, 1.231490e-04, 9.999445e-01, -1.02564e-06, 8.482718e-11, 1.032361e-10, -2.70809e-10, 1.576632e-10, -2.38725e-10, 2.891521e-10, -5.56805e-10, -3.97777e-10, 9.012356e-11
0,0,1,0,1,0,1,1,1, 3.534877e-04, 9.194273e-07, 9.998974e-01, 1.231501e-04, 9.999445e-01, -1.15139e-06, 8.482718e-11, 1.032361e-10, -2.70809e-10, 1.576632e-10, -2.38725e-10, 2.891521e-10, -5.56805e-10, -5.56477e-10, -2.38659e-10
0,0,1,0,1,1,0,0,0, 9.998972e-01, 9.998973e-01, 9.998974e-01, 1.231504e-04, 9.999445e-01, -9.30467e-07, 8.482717e-11, 1.148542e-10, -1.91460e-10, 1.563046e-10, -3.18081e-10, -3.18308e-10, 2.625556e-10, 2.317829e-10, 5.662105e-11
0,0,1,0,1,1,0,0,1, 9.998972e-01, 9.998973e-01, 9.998974e-01, 1.231502e-04, 9.999445e-01, -9.66050e-07, 8.482716e-11, 1.148542e-10, -1.91460e-10, 1.563046e-10, -3.18081e-10, -3.18308e-10, 2.625556e-10, 2.326886e-10, -2.38640e-10
0,0,1,0,1,1,0,1,0, 9.998972e-01, 9.998973e-01, 9.998974e-01, 1.231501e-04, 9.999445e-01, -9.89056e-07, 8.482717e-11, 1.148542e-10, -1.91460e-10, 1.572104e-10, -3.18081e-10, -3.18308e-10, 2.741771e-10, -3.18422e-10, 7.895832e-11
0,0,1,0,1,1,0,1,1, 3.534874e-04, 9.998973e-01, 9.998974e-01, 1.231501e-04, 9.999445e-01, -1.06519e-06, 8.482717e-11, 1.148542e-10, -1.91460e-10, 1.572104e-10, -3.18081e-10, -3.18308e-10, 2.741771e-10, -4.77118e-10, -2.38653e-10
0,0,1,0,1,1,1,0,0, 9.998972e-01, 5.070745e-05, 5.075386e-05, 9.999445e-01, 9.999445e-01, -1.08544e-06, 8.482717e-11, 1.148542e-10, -2.70816e-10, 1.567575e-10, -3.18081e-10, -5.56365e-10, -5.56815e-10, 2.434044e-10, 5.662105e-11
0,0,1,0,1,1,1,0,1, 9.998972e-01, 5.070749e-05, 5.075398e-05, 9.999445e-01, 9.999445e-01, -1.12103e-06, 8.482717e-11, 1.148542e-10, -2.70816e-10, 1.567575e-10, -3.18081e-10, -5.56365e-10, -5.56815e-10, 2.443102e-10, -2.38640e-10
0,0,1,0,1,1,1,1,0, 9.998972e-01, 5.070759e-05, 5.075402e-05, 9.999445e-01, 9.999445e-01, -1.13754e-06, 8.482718e-11, 1.148542e-10, -2.70815e-10, 1.576632e-10, -3.18081e-10, -5.56365e-10, -6.36171e-10, -3.97777e-10, 9.012355e-11
0,0,1,0,1,1,1,1,1, 3.534876e-04, 9.194341e-07, 9.201618e-07, 9.999445e-01, 9.999445e-01, -1.31287e-06, 8.482718e-11, 1.148542e-10, -2.70815e-10, 1.576632e-10, -3.18081e-10, -5.56365e-10, -6.36171e-10, -5.56477e-10, -2.38659e-10
0,0,1,1,0,0,0,0,0, 9.998972e-01, 9.998973e-01, 9.998974e-01, 1.231503e-04, 9.999445e-01, -8.75268e-07, 8.437427e-11, 1.032361e-10, -1.12110e-10, -3.26468e-11, 1.198827e-10, 2.650033e-10, 2.397655e-10, 2.541202e-10, 5.662104e-11
0,0,1,1,0,0,0,0,1, 9.998972e-01, 9.998973e-01, 9.998974e-01, 1.231489e-04, 9.999445e-01, -9.10849e-07, 8.437428e-11, 1.032361e-10, -1.12110e-10, -3.26468e-11, 1.198827e-10, 2.650033e-10, 2.397655e-10, 2.550259e-10, -2.38640e-10
0,0,1,1,0,0,0,1,0, 5.068489e-05, 9.998973e-01, 9.998974e-01, 1.231501e-04, 9.999445e-01, -9.38571e-07, 8.437428e-11, 1.032361e-10, -1.12110e-10, -1.91346e-10, 1.198827e-10, 2.650033e-10, 2.513870e-10, -3.18431e-10, 7.895834e-11
0,0,1,1,0,0,0,1,1, 9.193067e-07, 9.998973e-01, 9.998974e-01, 1.231514e-04, 9.999445e-01, -9.88014e-07, 8.437428e-11, 1.032361e-10, -1.12110e-10, -1.91346e-10, 1.198827e-10, 2.650033e-10, 2.513870e-10, -4.77132e-10, -2.38653e-10
0,0,1,1,0,0,1,0,0, 9.998972e-01, 5.070743e-05, 9.998974e-01, 1.231498e-04, 9.999445e-01, -9.58492e-07, 8.437428e-11, 1.032361e-10, -1.91459e-10, -1.11996e-10, 1.198827e-10, 2.775306e-10, -4.77454e-10, 2.769069e-10, 5.662105e-11
0,0,1,1,0,0,1,0,1, 9.998972e-01, 5.070720e-05, 9.998974e-01, 1.231505e-04, 9.999445e-01, -9.94076e-07, 8.437428e-11, 1.032361e-10, -1.91459e-10, -1.11996e-10, 1.198827e-10, 2.775306e-10, -4.77454e-10, 2.778126e-10, -2.38640e-10
0,0,1,1,0,0,1,1,0, 5.068483e-05, 9.194237e-07, 9.998974e-01, 1.231483e-04, 9.999445e-01, -1.01975e-06, 8.437428e-11, 1.032361e-10, -1.91459e-10, -2.70695e-10, 1.198827e-10, 2.775306e-10, -5.56807e-10, -3.97796e-10, 9.012355e-11
0,0,1,1,0,0,1,1,1, 9.193039e-07, 9.194303e-07, 9.998974e-01, 1.231483e-04, 9.999445e-01, -1.08675e-06, 8.437428e-11, 1.032361e-10, -1.91459e-10, -2.70695e-10, 1.198827e-10, 2.775306e-10, -5.56807e-10, -5.56498e-10, -2.38659e-10
0,0,1,1,0,1,0,0,0, 9.998972e-01, 9.998973e-01, 9.998974e-01, 1.231484e-04, 9.999445e-01, -9.25674e-07, 8.437428e-11, 1.036890e-10, -1.12110e-10, -3.26468e-11, 1.315042e-10, -2.38953e-10, 2.737243e-10, 2.541202e-10, 5.662104e-11
0,0,1,1,0,1,0,0,1, 9.998972e-01, 9.998973e-01, 9.998974e-01, 1.231496e-04, 9.999445e-01, -9.61259e-07, 8.437427e-11, 1.036890e-10, -1.12110e-10, -3.26468e-11, 1.315042e-10, -2.38953e-10, 2.737243e-10, 2.550259e-10, -2.38640e-10
0,0,1,1,0,1,0,1,0, 5.068481e-05, 9.998973e-01, 9.998974e-01, 1.231501e-04, 9.999445e-01, -9.88979e-07, 8.437428e-11, 1.036890e-10, -1.12110e-10, -1.91346e-10, 1.315042e-10, -2.38953e-10, 2.853458e-10, -3.18431e-10, 7.895834e-11
0,0,1,1,0,1,0,1,1, 9.193021e-07, 9.998973e-01, 9.998974e-01, 1.231503e-04, 9.999445e-01, -1.03842e-06, 8.437428e-11, 1.036890e-10, -1.12110e-10, -1.91346e-10, 1.315042e-10, -2.38953e-10, 2.853458e-10, -4.77132e-10, -2.38653e-10
0,0,1,1,0,1,1,0,0, 9.998972e-01, 5.070710e-05, 5.075380e-05, 1.231500e-04, 9.999445e-01, -1.02616e-06, 8.437428e-11, 1.036890e-10, -1.91467e-10, -1.11996e-10, 1.315042e-10, -4.77010e-10, -5.56821e-10, 2.769069e-10, 5.662105e-11
0,0,1,1,0,1,1,0,1, 9.998972e-01, 5.070758e-05, 5.075408e-05, 1.231500e-04, 9.999445e-01, -1.06174e-06, 8.437428e-11, 1.036890e-10, -1.91467e-10, -1.11996e-10, 1.315042e-10, -4.77010e-10, -5.56821e-10, 2.778126e-10, -2.38640e-10
0,0,1,1,0,1,1,1,0, 5.068453e-05, 9.194166e-07, 9.201592e-07, 1.231505e-04, 9.999445e-01, -1.10936e-06, 8.437428e-11, 1.036890e-10, -1.91466e-10, -2.70695e-10, 1.315042e-10, -4.77010e-10, -6.36173e-10, -3.97796e-10, 9.012355e-11
0,0,1,1,0,1,1,1,1, 9.193056e-07, 9.194296e-07, 9.201580e-07, 1.231505e-04, 9.999445e-01, -1.19390e-06, 8.437428e-11, 1.036890e-10, -1.91466e-10, -2.70695e-10, 1.315042e-10, -4.77010e-10, -6.36173e-10, -5.56498e-10, -2.38659e-10
0,0,1,1,1,0,0,0,0, 9.998972e-01, 9.998973e-01, 9.998974e-01, 1.231483e-04, 9.999445e-01, -9.02510e-07, 8.482717e-11, 1.032361e-10, -1.91459e-10, -3.26468e-11, -2.38725e-10, 2.766248e-10, 2.397655e-10, 2.541202e-10, 5.662104e-11
0,0,1,1,1,0,0,0,1, 9.998972e-01, 9.998973e-01, 9.998974e-01, 1.231492e-04, 9.999445e-01, -9.38094e-07, 8.482718e-11, 1.032361e-10, -1.91459e-10, -3.26468e-11, -2.38725e-10, 2.766248e-10, 2.397655e-10, 2.550259e-10, -2.38640e-10
0,0,1,1,1,0,0,1,0, 5.068489e-05, 9.998973e-01, 9.998974e-01, 1.231507e-04, 9.999445e-01, -9.65813e-07, 8.482717e-11, 1.032361e-10, -1.91459e-10, -1.91346e-10, -2.38725e-10, 2.766248e-10, 2.513870e-10, -3.18431e-10, 7.895834e-11
0,0,1,1,1,0,0,1,1, 9.193178e-07, 9.998973e-01, 9.998974e-01, 1.231496e-04, 9.999445e-01, -1.01526e-06, 8.482717e-11, 1.032361e-10, -1.91459e-10, -1.91346e-10, -2.38725e-10, 2.766248e-10, 2.513870e-10, -4.77132e-10, -2.38653e-10
0,0,1,1,1,0,1,0,0, 9.998972e-01, 5.070751e-05, 9.998974e-01, 1.231482e-04, 9.999445e-01, -9.85736e-07, 8.482717e-11, 1.032361e-10, -2.70808e-10, -1.11996e-10, -2.38725e-10, 2.891521e-10, -4.77454e-10, 2.769069e-10, 5.662104e-11
0,0,1,1,1,0,1,0,1, 9.998972e-01, 5.070716e-05, 9.998974e-01, 1.231516e-04, 9.999445e-01, -1.02132e-06, 8.482718e-11, 1.032361e-10, -2.70808e-10, -1.11996e-10, -2.38725e-10, 2.891521e-10, -4.77454e-10, 2.778127e-10, -2.38640e-10
0,0,1,1,1,0,1,1,0, 5.068453e-05, 9.194166e-07, 9.998974e-01, 1.231493e-04, 9.999445e-01, -1.04699e-06, 8.482718e-11, 1.032361e-10, -2.70808e-10, -2.70695e-10, -2.38725e-10, 2.891521e-10, -5.56807e-10, -3.97796e-10, 9.012355e-11
0,0,1,1,1,0,1,1,1, 9.193144e-07, 9.194209e-07, 9.998974e-01, 1.231517e-04, 9.999445e-01, -1.11400e-06, 8.482717e-11, 1.032361e-10, -2.70808e-10, -2.70695e-10, -2.38725e-10, 2.891521e-10, -5.56807e-10, -5.56498e-10, -2.38659e-10
0,0,1,1,1,1,0,0,0, 9.998972e-01, 9.998973e-01, 9.998974e-01, 1.231502e-04, 9.999445e-01, -9.37153e-07, 8.482716e-11, 1.148542e-10, -1.91459e-10, -3.26468e-11, -3.18081e-10, -3.18308e-10, 2.737243e-10, 2.541202e-10, 5.662105e-11
0,0,1,1,1,1,0,0,1, 9.998972e-01, 9.998973e-01, 9.998974e-01, 1.231506e-04, 9.999445e-01, -9.72735e-07, 8.482717e-11, 1.148542e-10, -1.91459e-10, -3.26468e-11, -3.18081e-10, -3.18308e-10, 2.737243e-10, 2.550259e-10, -2.38640e-10
0,0,1,1,1,1,0,1,0, 5.068459e-05, 9.998973e-01, 9.998974e-01, 1.231498e-04, 9.999445e-01, -1.00045e-06, 8.482716e-11, 1.148542e-10, -1.91459e-10, -1.91346e-10, -3.18081e-10, -3.18308e-10, 2.853458e-10, -3.18431e-10, 7.895833e-11
0,0,1,1,1,1,0,1,1, 9.193131e-07, 9.998973e-01, 9.998974e-01, 1.231506e-04, 9.999445e-01, -1.04990e-06, 8.482717e-11, 1.148542e-10, -1.91459e-10, -1.91346e-10, -3.18081e-10, -3.18308e-10, 2.853458e-10, -4.77132e-10, -2.38653e-10
0,0,1,1,1,1,1,0,0, 9.998972e-01, 5.070738e-05, 5.075372e-05, 9.999445e-01, 9.999445e-01, -1.08010e-06, 8.482717e-11, 1.148542e-10, -2.70815e-10, -1.11996e-10, -3.18081e-10, -5.56365e-10, -5.56821e-10, 2.769069e-10, 5.662105e-11
0,0,1,1,1,1,1,0,1, 9.998972e-01, 5.070718e-05, 5.075380e-05, 9.999445e-01, 9.999445e-01, -1.11568e-06, 8.482717e-11, 1.148542e-10, -2.70815e-10, -1.11996e-10, -3.18081e-10, -5.56365e-10, -5.56821e-10, 2.778127e-10, -2.38640e-10
0,0,1,1,1,1,1,1,0, 5.068457e-05, 9.194265e-07, 9.201373e-07, 9.999445e-01, 9.999445e-01, -1.18084e-06, 8.482717e-11, 1.148542e-10, -2.70815e-10, -2.70695e-10, -3.18081e-10, -5.56365e-10, -6.36173e-10, -3.97796e-10, 9.012355e-11
0,0,1,1,1,1,1,1,1, 9.193019e-07, 9.194574e-07, 9.201502e-07, 9.999445e-01, 9.999445e-01, -1.26538e-06, 8.482716e-11, 1.148542e-10, -2.70815e-10, -2.70695e-10, -3.18081e-10, -5.56365e-10, -6.36173e-10, -5.56498e-10, -2.38659e-10
0,1,0,0,0,0,0,0,0, 9.998972e-01, 9.998973e-01, 9.998974e-01, 1.231505e-04, 9.999448e-01, -8.64830e-07, 7.130946e-11, -1.12037e-10, 1.553466e-10, 1.885530e-10, 1.087141e-10, 2.761719e-10, 2.174282e-10, 2.317829e-10, 5.662104e-11
0,1,0,0,0,0,0,0,1, 9.998972e-01, 9.998973e-01, 9.998974e-01, 1.231489e-04, 9.999448e-01, -9.00409e-07, 7.130946e-11, -1.12037e-10, 1.553466e-10, 1.885530e-10, 1.087141e-10, 2.761720e-10, 2.174282e-10, 2.326886e-10, -2.38640e-10
0,1,0,0,0,0,0,1,0, 9.998972e-01, 9.998973e-01, 9.998974e-01, 1.231503e-04, 9.999448e-01, -9.23417e-07, 7.130945e-11, -1.12037e-10, 1.553466e-10, 1.894587e-10, 1.087141e-10, 2.761720e-10, 2.290497e-10, -3.18422e-10, 7.895834e-11
0,1,0,0,0,0,0,1,1, 3.534877e-04, 9.998973e-01, 9.998974e-01, 1.231513e-04, 9.999448e-01, -9.99547e-07, 7.130946e-11, -1.12037e-10, 1.553466e-10, 1.894587e-10, 1.087141e-10, 2.761720e-10, 2.290497e-10, -4.77118e-10, -2.38653e-10
0,1,0,0,0,0,1,0,0, 9.998972e-01, 9.998973e-01, 9.998974e-01, 1.231507e-04, 9.999448e-01, -9.43354e-07, 7.130946e-11, -1.12037e-10, 1.557995e-10, 1.890058e-10, 1.087141e-10, 2.886992e-10, -4.77441e-10, 2.434044e-10, 5.662104e-11
0,1,0,0,0,0,1,0,1, 9.998972e-01, 9.998973e-01, 9.998974e-01, 1.231518e-04, 9.999448e-01, -9.78938e-07, 7.130946e-11, -1.12037e-10, 1.557995e-10, 1.890058e-10, 1.087141e-10, 2.886992e-10, -4.77441e-10, 2.443101e-10, -2.38640e-10
0,1,0,0,0,0,1,1,0, 9.998972e-01, 9.998973e-01, 9.998974e-01, 1.231497e-04, 9.999448e-01, -9.77921e-07, 7.130946e-11, -1.12037e-10, 1.557995e-10, 1.899116e-10, 1.087141e-10, 2.886992e-10, -5.56798e-10, -3.97777e-10, 9.012354e-11
0,1,0,0,0,0,1,1,1, 3.534877e-04, 3.538555e-04, 9.998974e-01, 1.231511e-04, 9.999448e-01, -1.13040e-06, 7.130945e-11, -1.12037e-10, 1.557995e-10, 1.899116e-10, 1.087141e-10, 2.886992e-10, -5.56798e-10, -5.56477e-10, -2.38659e-10
0,1,0,0,0,1,0,0,0, 9.998972e-01, 9.998973e-01, 5.075328e-05, 1.231501e-04, 9.999448e-01, -9.36392e-07, 7.130945e-11, -1.91386e-10, 1.553466e-10, 1.885530e-10, 1.203356e-10, -2.38960e-10, 2.513870e-10, 2.317829e-10, 5.662104e-11
0,1,0,0,0,1,0,0,1, 9.998972e-01, 9.998973e-01, 5.075314e-05, 1.231504e-04, 9.999448e-01, -9.71972e-07, 7.130946e-11, -1.91386e-10, 1.553466e-10, 1.885530e-10, 1.203356e-10, -2.38960e-10, 2.513870e-10, 2.326886e-10, -2.38640e-10
0,1,0,0,0,1,0,1,0, 9.998972e-01, 9.998973e-01, 5.075310e-05, 1.231502e-04, 9.999448e-01, -9.94979e-07, 7.130946e-11, -1.91386e-10, 1.553466e-10, 1.894587e-10, 1.203356e-10, -2.38960e-10, 2.630085e-10, -3.18422e-10, 7.895833e-11
0,1,0,0,0,1,0,1,1, 3.534879e-04, 9.998973e-01, 5.075323e-05, 1.231506e-04, 9.999448e-01, -1.07111e-06, 7.130946e-11, -1.91386e-10, 1.553466e-10, 1.894587e-10, 1.203356e-10, -2.38960e-10, 2.630085e-10, -4.77118e-10, -2.38653e-10
0,1,0,0,0,1,1,0,0, 9.998972e-01, 9.998973e-01, 5.075301e-05, 1.231498e-04, 9.999448e-01, -9.83413e-07, 7.130946e-11, -1.91386e-10, 1.669647e-10, 1.890058e-10, 1.203356e-10, -4.77017e-10, -5.56808e-10, 2.434044e-10, 5.662104e-11
0,1,0,0,0,1,1,0,1, 9.998972e-01, 9.998973e-01, 5.075317e-05, 1.231494e-04, 9.999448e-01, -1.01900e-06, 7.130946e-11, -1.91386e-10, 1.669647e-10, 1.890058e-10, 1.203356e-10, -4.77017e-10, -5.56808e-10, 2.443102e-10, -2.38640e-10
0,1,0,0,0,1,1,1,0, 9.998972e-01, 9.998973e-01, 5.075349e-05, 1.231508e-04, 9.999448e-01, -1.01798e-06, 7.130946e-11, -1.91386e-10, 1.669647e-10, 1.899116e-10, 1.203356e-10, -4.77017e-10, -6.36165e-10, -3.97777e-10, 9.012355e-11
0,1,0,0,0,1,1,1,1, 3.534875e-04, 3.538558e-04, 9.201287e-07, 1.231503e-04, 9.999448e-01, -1.22005e-06, 7.130946e-11, -1.91386e-10, 1.669647e-10, 1.899116e-10, 1.203356e-10, -4.77017e-10, -6.36165e-10, -5.56477e-10, -2.38659e-10
0,1,0,0,1,0,0,0,0, 9.998972e-01, 9.998973e-01, 9.998974e-01, 1.231508e-04, 9.999448e-01, -9.04070e-07, 7.176236e-11, -1.12037e-10, 1.557995e-10, 1.885529e-10, -2.38719e-10, 2.877935e-10, 2.174282e-10, 2.317829e-10, 5.662104e-11
0,1,0,0,1,0,0,0,1, 9.998972e-01, 9.998973e-01, 9.998974e-01, 1.231492e-04, 9.999448e-01, -9.39651e-07, 7.176235e-11, -1.12037e-10, 1.557995e-10, 1.885530e-10, -2.38719e-10, 2.877935e-10, 2.174282e-10, 2.326886e-10, -2.38640e-10
0,1,0,0,1,0,0,1,0, 9.998972e-01, 9.998973e-01, 9.998974e-01, 1.231496e-04, 9.999448e-01, -9.62658e-07, 7.176235e-11, -1.12037e-10, 1.557995e-10, 1.894587e-10, -2.38719e-10, 2.877935e-10, 2.290497e-10, -3.18422e-10, 7.895833e-11
0,1,0,0,1,0,0,1,1, 3.534879e-04, 9.998973e-01, 9.998974e-01, 1.231496e-04, 9.999448e-01, -1.03879e-06, 7.176235e-11, -1.12037e-10, 1.557995e-10, 1.894587e-10, -2.38719e-10, 2.877935e-10, 2.290497e-10, -4.77118e-10, -2.38653e-10
0,1,0,0,1,0,1,0,0, 9.998972e-01, 9.998973e-01, 9.998974e-01, 1.231502e-04, 9.999448e-01, -9.82596e-07, 7.176236e-11, -1.12037e-10, 1.562524e-10, 1.890058e-10, -2.38719e-10, 3.003207e-10, -4.77441e-10, 2.434044e-10, 5.662104e-11
0,1,0,0,1,0,1,0,1, 9.998972e-01, 9.998973e-01, 9.998974e-01, 1.231501e-04, 9.999448e-01, -1.01818e-06, 7.176236e-11, -1.12037e-10, 1.562524e-10, 1.890058e-10, -2.38719e-10, 3.003207e-10, -4.77441e-10, 2.443102e-10, -2.38640e-10
0,1,0,0,1,0,1,1,0, 9.998972e-01, 9.998973e-01, 9.998974e-01, 1.231512e-04, 9.999448e-01, -1.01716e-06, 7.176235e-11, -1.12037e-10, 1.562524e-10, 1.899116e-10, -2.38719e-10, 3.003207e-10, -5.56798e-10, -3.97777e-10, 9.012356e-11
0,1,0,0,1,0,1,1,1, 3.534875e-04, 3.538555e-04, 9.998974e-01, 1.231492e-04, 9.999448e-01, -1.16964e-06, 7.176235e-11, -1.12037e-10, 1.562524e-10, 1.899116e-10, -2.38719e-10, 3.003207e-10, -5.56798e-10, -5.56477e-10, -2.38659e-10
0,1,0,0,1,1,0,0,0, 9.998972e-01, 9.998973e-01, 5.075308e-05, 9.999448e-01, 9.999448e-01, -1.00236e-06, 7.176235e-11, -1.91392e-10, 1.557995e-10, 1.885529e-10, -3.18074e-10, -3.18315e-10, 2.513870e-10, 2.317829e-10, 5.662103e-11
0,1,0,0,1,1,0,0,1, 9.998972e-01, 9.998973e-01, 5.075318e-05, 9.999448e-01, 9.999448e-01, -1.03794e-06, 7.176236e-11, -1.91392e-10, 1.557995e-10, 1.885529e-10, -3.18074e-10, -3.18315e-10, 2.513870e-10, 2.326886e-10, -2.38640e-10
0,1,0,0,1,1,0,1,0, 9.998972e-01, 9.998973e-01, 5.075310e-05, 9.999448e-01, 9.999448e-01, -1.06095e-06, 7.176234e-11, -1.91392e-10, 1.557995e-10, 1.894587e-10, -3.18074e-10, -3.18315e-10, 2.630085e-10, -3.18422e-10, 7.895834e-11
0,1,0,0,1,1,0,1,1, 3.534880e-04, 9.998973e-01, 5.075339e-05, 9.999448e-01, 9.999448e-01, -1.13707e-06, 7.176235e-11, -1.91393e-10, 1.557995e-10, 1.894587e-10, -3.18074e-10, -3.18315e-10, 2.630085e-10, -4.77118e-10, -2.38653e-10
0,1,0,0,1,1,1,0,0, 9.998972e-01, 9.998973e-01, 5.075320e-05, 9.999448e-01, 9.999448e-01, -1.04938e-06, 7.176235e-11, -1.91392e-10, 1.674176e-10, 1.890058e-10, -3.18074e-10, -5.56372e-10, -5.56808e-10, 2.434044e-10, 5.662104e-11
0,1,0,0,1,1,1,0,1, 9.998972e-01, 9.998973e-01, 5.075309e-05, 9.999448e-01, 9.999448e-01, -1.08496e-06, 7.176235e-11, -1.91392e-10, 1.674176e-10, 1.890058e-10, -3.18074e-10, -5.56372e-10, -5.56808e-10, 2.443101e-10, -2.38640e-10
0,1,0,0,1,1,1,1,0, 9.998972e-01, 9.998973e-01, 5.075332e-05, 9.999449e-01, 9.999448e-01, -1.13352e-06, 7.176235e-11, -1.91393e-10, 1.674176e-10, 1.899116e-10, -3.18074e-10, -5.56372e-10, -6.36165e-10, -3.97777e-10, 9.012355e-11
0,1,0,0,1,1,1,1,1, 3.534875e-04, 3.538558e-04, 9.201287e-07, 9.999449e-01, 9.999448e-01, -1.33559e-06, 7.176235e-11, -1.91392e-10, 1.674176e-10, 1.899116e-10, -3.18074e-10, -5.56372e-10, -6.36165e-10, -5.56477e-10, -2.38659e-10
0,1,0,1,0,0,0,0,0, 9.998972e-01, 9.998973e-01, 9.998974e-01, 1.231495e-04, 9.999449e-01, -9.03556e-07, 7.130946e-11, -1.12037e-10, 1.422818e-10, -3.26468e-11, 1.087141e-10, 2.761720e-10, 2.285968e-10, 2.541202e-10, 5.662103e-11
0,1,0,1,0,0,0,0,1, 9.998972e-01, 9.998973e-01, 9.998974e-01, 1.231495e-04, 9.999449e-01, -9.39139e-07, 7.130945e-11, -1.12037e-10, 1.422818e-10, -3.26468e-11, 1.087141e-10, 2.761720e-10, 2.285968e-10, 2.550259e-10, -2.38640e-10
0,1,0,1,0,0,0,1,0, 5.068489e-05, 9.998973e-01, 9.998974e-01, 1.231489e-04, 9.999449e-01, -9.66860e-07, 7.130945e-11, -1.12037e-10, 1.422818e-10, -1.91346e-10, 1.087141e-10, 2.761720e-10, 2.402183e-10, -3.18431e-10, 7.895834e-11
0,1,0,1,0,0,0,1,1, 9.193067e-07, 9.998973e-01, 9.998974e-01, 1.231506e-04, 9.999449e-01, -1.01630e-06, 7.130945e-11, -1.12037e-10, 1.422818e-10, -1.91346e-10, 1.087141e-10, 2.761720e-10, 2.402184e-10, -4.77132e-10, -2.38653e-10
0,1,0,1,0,0,1,0,0, 9.998972e-01, 9.998973e-01, 9.998974e-01, 1.231513e-04, 9.999449e-01, -9.70057e-07, 7.130946e-11, -1.12037e-10, 1.427347e-10, -1.11996e-10, 1.087141e-10, 2.886992e-10, -4.77447e-10, 2.769069e-10, 5.662104e-11
0,1,0,1,0,0,1,0,1, 9.998972e-01, 9.998973e-01, 9.998974e-01, 1.231499e-04, 9.999449e-01, -1.00564e-06, 7.130946e-11, -1.12037e-10, 1.427347e-10, -1.11996e-10, 1.087141e-10, 2.886992e-10, -4.77447e-10, 2.778127e-10, -2.38640e-10
0,1,0,1,0,0,1,1,0, 5.068471e-05, 3.538500e-04, 9.998974e-01, 1.231489e-04, 9.999449e-01, -1.05805e-06, 7.130946e-11, -1.12037e-10, 1.427347e-10, -2.70695e-10, 1.087141e-10, 2.886992e-10, -5.56799e-10, -3.97796e-10, 9.012355e-11
0,1,0,1,0,0,1,1,1, 9.193003e-07, 3.538496e-04, 9.998974e-01, 1.231504e-04, 9.999449e-01, -1.12505e-06, 7.130946e-11, -1.12037e-10, 1.427347e-10, -2.70695e-10, 1.087141e-10, 2.886992e-10, -5.56799e-10, -5.56498e-10, -2.38659e-10
0,1,0,1,0,1,0,0,0, 9.998972e-01, 9.998973e-01, 5.075324e-05, 1.231504e-04, 9.999449e-01, -9.75119e-07, 7.130946e-11, -1.91386e-10, 1.422818e-10, -3.26468e-11, 1.203356e-10, -2.38960e-10, 2.625556e-10, 2.541202e-10, 5.662104e-11
0,1,0,1,0,1,0,0,1, 9.998972e-01, 9.998973e-01, 5.075352e-05, 1.231486e-04, 9.999449e-01, -1.01070e-06, 7.130946e-11, -1.91386e-10, 1.422818e-10, -3.26468e-11, 1.203356e-10, -2.38960e-10, 2.625556e-10, 2.550259e-10, -2.38640e-10
0,1,0,1,0,1,0,1,0, 5.068494e-05, 9.998973e-01, 5.075320e-05, 1.231507e-04, 9.999449e-01, -1.03842e-06, 7.130946e-11, -1.91386e-10, 1.422818e-10, -1.91346e-10, 1.203356e-10, -2.38960e-10, 2.741771e-10, -3.18431e-10, 7.895832e-11
0,1,0,1,0,1,0,1,1, 9.193028e-07, 9.998973e-01, 5.075333e-05, 1.231502e-04, 9.999449e-01, -1.08786e-06, 7.130946e-11, -1.91386e-10, 1.422818e-10, -1.91346e-10, 1.203356e-10, -2.38960e-10, 2.741771e-10, -4.77132e-10, -2.38653e-10
0,1,0,1,0,1,1,0,0, 9.998972e-01, 9.998973e-01, 5.075305e-05, 1.231494e-04, 9.999449e-01, -1.01011e-06, 7.130946e-11, -1.91386e-10, 1.538999e-10, -1.11996e-10, 1.203356e-10, -4.77017e-10, -5.56814e-10, 2.769069e-10, 5.662104e-11
0,1,0,1,0,1,1,0,1, 9.998972e-01, 9.998973e-01, 5.075310e-05, 1.231494e-04, 9.999449e-01, -1.04570e-06, 7.130946e-11, -1.91386e-10, 1.538999e-10, -1.11996e-10, 1.203356e-10, -4.77017e-10, -5.56814e-10, 2.778127e-10, -2.38640e-10
0,1,0,1,0,1,1,1,0, 5.068467e-05, 3.538498e-04, 9.201428e-07, 1.231507e-04, 9.999449e-01, -1.12005e-06, 7.130945e-11, -1.91386e-10, 1.538999e-10, -2.70695e-10, 1.203356e-10, -4.77017e-10, -6.36167e-10, -3.97796e-10, 9.012355e-11
0,1,0,1,0,1,1,1,1, 9.193066e-07, 3.538494e-04, 9.201494e-07, 1.231507e-04, 9.999449e-01, -1.20459e-06, 7.130945e-11, -1.91386e-10, 1.538999e-10, -2.70695e-10, 1.203356e-10, -4.77017e-10, -6.36167e-10, -5.56498e-10, -2.38659e-10
