Valim,Vd,Vg,Vs,Vb,Id,Ig,Is,Ib
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.05493e-40,-5.88026e-43,-1.58040e-40,2.641211e-40,
1.000000e-02,1.000000e-02,0.000000e+00,0.000000e+00,0.000000e+00,-2.28480e-10,2.234771e-14,2.284203e-10,3.686614e-14,
2.000000e-02,2.000000e-02,0.000000e+00,0.000000e+00,0.000000e+00,-4.22296e-10,4.841285e-14,4.221813e-10,6.629667e-14,
3.000000e-02,3.000000e-02,0.000000e+00,0.000000e+00,0.000000e+00,-5.81811e-10,7.842098e-14,5.816425e-10,9.034950e-14,
4.000000e-02,4.000000e-02,0.000000e+00,0.000000e+00,0.000000e+00,-7.09954e-10,1.126076e-13,7.097310e-10,1.105130e-13,
5.000000e-02,5.000000e-02,0.000000e+00,0.000000e+00,0.000000e+00,-8.12214e-10,1.512185e-13,8.119347e-10,1.278636e-13,
6.000000e-02,6.000000e-02,0.000000e+00,0.000000e+00,0.000000e+00,-8.95523e-10,1.945103e-13,8.951854e-10,1.431799e-13,
7.000000e-02,7.000000e-02,0.000000e+00,0.000000e+00,0.000000e+00,-9.66491e-10,2.427505e-13,9.660917e-10,1.570248e-13,
8.000000e-02,8.000000e-02,0.000000e+00,0.000000e+00,0.000000e+00,-1.03023e-09,2.962186e-13,1.029761e-09,1.698057e-13,
9.000000e-02,9.000000e-02,0.000000e+00,0.000000e+00,0.000000e+00,-1.09018e-09,3.552058e-13,1.089647e-09,1.818169e-13,
1.000000e-01,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-1.14855e-09,4.200159e-13,1.147939e-09,1.932715e-13,
1.100000e-01,1.100000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-1.20670e-09,4.909656e-13,1.206008e-09,2.043236e-13,
1.200000e-01,1.200000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-1.26552e-09,5.683852e-13,1.264735e-09,2.150846e-13,
1.300000e-01,1.300000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-1.32559e-09,6.526187e-13,1.324707e-09,2.256350e-13,
1.400000e-01,1.400000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-1.38732e-09,7.440248e-13,1.386342e-09,2.360331e-13,
1.500000e-01,1.500000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-1.45104e-09,8.429771e-13,1.449954e-09,2.463212e-13,
1.600000e-01,1.600000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-1.51700e-09,9.498647e-13,1.515795e-09,2.565295e-13,
1.700000e-01,1.700000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-1.58541e-09,1.065093e-12,1.584077e-09,2.666803e-13,
1.800000e-01,1.800000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-1.65646e-09,1.189084e-12,1.654990e-09,2.767894e-13,
1.900000e-01,1.900000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-1.73032e-09,1.322277e-12,1.728711e-09,2.868685e-13,
2.000000e-01,2.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-1.80717e-09,1.465129e-12,1.805405e-09,2.969257e-13,
2.100000e-01,2.100000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-1.88716e-09,1.618117e-12,1.885238e-09,3.069672e-13,
2.200000e-01,2.200000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-1.97047e-09,1.781735e-12,1.968371e-09,3.169973e-13,
