Valim,Vd,Vg,Vs,Vb,Id,Ig,Is,Ib
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.02072e-42,-6.72507e-45,-5.21282e-42,6.240261e-42,
1.000000e-02,1.000000e-02,0.000000e+00,0.000000e+00,0.000000e+00,-2.04234e-11,1.998575e-15,2.040710e-11,1.432647e-14,
2.000000e-02,2.000000e-02,0.000000e+00,0.000000e+00,0.000000e+00,-3.77362e-11,4.329604e-15,3.770438e-11,2.745552e-14,
3.000000e-02,3.000000e-02,0.000000e+00,0.000000e+00,0.000000e+00,-5.19793e-11,7.013259e-15,5.193258e-11,3.971855e-14,
4.000000e-02,4.000000e-02,0.000000e+00,0.000000e+00,0.000000e+00,-6.34191e-11,1.007060e-14,6.335764e-11,5.135526e-14,
5.000000e-02,5.000000e-02,0.000000e+00,0.000000e+00,0.000000e+00,-7.25491e-11,1.352361e-14,7.247301e-11,6.253899e-14,
6.000000e-02,6.000000e-02,0.000000e+00,0.000000e+00,0.000000e+00,-7.99903e-11,1.739523e-14,7.989952e-11,7.339510e-14,
7.000000e-02,7.000000e-02,0.000000e+00,0.000000e+00,0.000000e+00,-8.63330e-11,2.170940e-14,8.622730e-11,8.401428e-14,
8.000000e-02,8.000000e-02,0.000000e+00,0.000000e+00,0.000000e+00,-9.20324e-11,2.649110e-14,9.191147e-11,9.446209e-14,
9.000000e-02,9.000000e-02,0.000000e+00,0.000000e+00,0.000000e+00,-9.73959e-11,3.176637e-14,9.725930e-11,1.047860e-13,
1.000000e-01,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-1.02618e-10,3.756240e-14,1.024655e-10,1.150202e-13,
1.100000e-01,1.100000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-1.07821e-10,4.390750e-14,1.076522e-10,1.251896e-13,
1.200000e-01,1.200000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-1.13084e-10,5.083120e-14,1.128975e-10,1.353122e-13,
1.300000e-01,1.300000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-1.18458e-10,5.836428e-14,1.182540e-10,1.454008e-13,
1.400000e-01,1.400000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-1.23981e-10,6.653881e-14,1.237589e-10,1.554649e-13,
1.500000e-01,1.500000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-1.29681e-10,7.538820e-14,1.294402e-10,1.655112e-13,
1.600000e-01,1.600000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-1.35581e-10,8.494725e-14,1.353203e-10,1.755448e-13,
1.700000e-01,1.700000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-1.41699e-10,9.525222e-14,1.414182e-10,1.855691e-13,
1.800000e-01,1.800000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-1.48053e-10,1.063408e-13,1.477510e-10,1.955866e-13,
1.900000e-01,1.900000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-1.54658e-10,1.182524e-13,1.543342e-10,2.055993e-13,
2.000000e-01,2.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-1.61530e-10,1.310278e-13,1.611829e-10,2.156085e-13,
2.100000e-01,2.100000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-1.68682e-10,1.447096e-13,1.683117e-10,2.256152e-13,
2.200000e-01,2.200000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-1.76130e-10,1.593421e-13,1.757352e-10,2.356200e-13,
2.300000e-01,2.300000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-1.83889e-10,1.749714e-13,1.834679e-10,2.456235e-13,
2.400000e-01,2.400000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-1.91972e-10,1.916454e-13,1.915248e-10,2.556260e-13,
2.500000e-01,2.500000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-2.00396e-10,2.094140e-13,1.999210e-10,2.656279e-13,
2.600000e-01,2.600000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-2.09176e-10,2.283290e-13,2.086723e-10,2.756292e-13,
2.700000e-01,2.700000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-2.18329e-10,2.484443e-13,2.177946e-10,2.856302e-13,
2.800000e-01,2.800000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-2.27870e-10,2.698159e-13,2.273047e-10,2.956310e-13,
2.900000e-01,2.900000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-2.37818e-10,2.925022e-13,2.372198e-10,3.056315e-13,
3.000000e-01,3.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-2.48190e-10,3.165635e-13,2.475577e-10,3.156319e-13,
3.100000e-01,3.100000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-2.59005e-10,3.420630e-13,2.583372e-10,3.256322e-13,
3.200000e-01,3.200000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-2.70282e-10,3.690658e-13,2.695774e-10,3.356325e-13,
3.300000e-01,3.300000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-2.82042e-10,3.976400e-13,2.812985e-10,3.456327e-13,
3.400000e-01,3.400000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-2.94305e-10,4.278560e-13,2.935213e-10,3.556328e-13,
3.500000e-01,3.500000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-3.07093e-10,4.597871e-13,3.062676e-10,3.656330e-13,
3.600000e-01,3.600000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-3.20429e-10,4.935094e-13,3.195601e-10,3.756331e-13,
3.700000e-01,3.700000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-3.34337e-10,5.291019e-13,3.334224e-10,3.856332e-13,
3.800000e-01,3.800000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-3.48841e-10,5.666466e-13,3.478789e-10,3.956333e-13,
