Valim,Vd,Vg,Vs,Vb,Id,Ig,Is,Ib
0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,1.240991e-11,-3.24079e-11,1.240991e-11,7.588286e-12,
1.000000e-02,0.000000e+00,1.000000e+00,1.000000e-02,0.000000e+00,9.030505e-07,-3.23963e-11,-9.03026e-07,7.767211e-12,
2.000000e-02,0.000000e+00,1.000000e+00,2.000000e-02,0.000000e+00,1.791494e-06,-3.23457e-11,-1.79147e-06,7.948352e-12,
3.000000e-02,0.000000e+00,1.000000e+00,3.000000e-02,0.000000e+00,2.665408e-06,-3.22968e-11,-2.66538e-06,8.132105e-12,
4.000000e-02,0.000000e+00,1.000000e+00,4.000000e-02,0.000000e+00,3.524854e-06,-3.22595e-11,-3.52483e-06,8.318779e-12,
5.000000e-02,0.000000e+00,1.000000e+00,5.000000e-02,0.000000e+00,4.369894e-06,-3.22364e-11,-4.36987e-06,8.508614e-12,
6.000000e-02,0.000000e+00,1.000000e+00,6.000000e-02,0.000000e+00,5.200587e-06,-3.22258e-11,-5.20056e-06,8.701805e-12,
7.000000e-02,0.000000e+00,1.000000e+00,7.000000e-02,0.000000e+00,6.016993e-06,-3.22267e-11,-6.01697e-06,8.898514e-12,
8.000000e-02,0.000000e+00,1.000000e+00,8.000000e-02,0.000000e+00,6.819167e-06,-3.22382e-11,-6.81914e-06,9.098878e-12,
9.000000e-02,0.000000e+00,1.000000e+00,9.000000e-02,0.000000e+00,7.607163e-06,-3.22604e-11,-7.60714e-06,9.303018e-12,
1.000000e-01,0.000000e+00,1.000000e+00,1.000000e-01,0.000000e+00,8.381031e-06,-3.22942e-11,-8.38101e-06,9.511043e-12,
1.100000e-01,0.000000e+00,1.000000e+00,1.100000e-01,0.000000e+00,9.140820e-06,-3.23377e-11,-9.14080e-06,9.723053e-12,
1.200000e-01,0.000000e+00,1.000000e+00,1.200000e-01,0.000000e+00,9.886575e-06,-3.23919e-11,-9.88655e-06,9.939144e-12,
