Valim,Vd,Vg,Vs,Vb,Id,Ig,Is,Ib
0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,1.026638e-10,-2.68103e-10,1.026638e-10,6.277582e-11,
1.000000e-02,0.000000e+00,1.000000e+00,1.000000e-02,0.000000e+00,6.418593e-06,-2.68006e-10,-6.41839e-06,6.416792e-11,
2.000000e-02,0.000000e+00,1.000000e+00,2.000000e-02,0.000000e+00,1.274775e-05,-2.67587e-10,-1.27476e-05,6.558260e-11,
3.000000e-02,0.000000e+00,1.000000e+00,3.000000e-02,0.000000e+00,1.898762e-05,-2.67179e-10,-1.89874e-05,6.702196e-11,
4.000000e-02,0.000000e+00,1.000000e+00,4.000000e-02,0.000000e+00,2.513824e-05,-2.66876e-10,-2.51380e-05,6.848770e-11,
5.000000e-02,0.000000e+00,1.000000e+00,5.000000e-02,0.000000e+00,3.119964e-05,-2.66681e-10,-3.11994e-05,6.998119e-11,
6.000000e-02,0.000000e+00,1.000000e+00,6.000000e-02,0.000000e+00,3.717185e-05,-2.66588e-10,-3.71717e-05,7.150360e-11,
7.000000e-02,0.000000e+00,1.000000e+00,7.000000e-02,0.000000e+00,4.305490e-05,-2.66592e-10,-4.30547e-05,7.305595e-11,
8.000000e-02,0.000000e+00,1.000000e+00,8.000000e-02,0.000000e+00,4.884881e-05,-2.66690e-10,-4.88486e-05,7.463913e-11,
9.000000e-02,0.000000e+00,1.000000e+00,9.000000e-02,0.000000e+00,5.455358e-05,-2.66877e-10,-5.45534e-05,7.625399e-11,
1.000000e-01,0.000000e+00,1.000000e+00,1.000000e-01,0.000000e+00,6.016920e-05,-2.67152e-10,-6.01690e-05,7.790129e-11,
1.100000e-01,0.000000e+00,1.000000e+00,1.100000e-01,0.000000e+00,6.569566e-05,-2.67514e-10,-6.56955e-05,7.958178e-11,
1.200000e-01,0.000000e+00,1.000000e+00,1.200000e-01,0.000000e+00,7.113290e-05,-2.67959e-10,-7.11327e-05,8.129618e-11,
1.300000e-01,0.000000e+00,1.000000e+00,1.300000e-01,0.000000e+00,7.648089e-05,-2.68488e-10,-7.64807e-05,8.304520e-11,
1.400000e-01,0.000000e+00,1.000000e+00,1.400000e-01,0.000000e+00,8.173952e-05,-2.69098e-10,-8.17393e-05,8.482953e-11,
1.500000e-01,0.000000e+00,1.000000e+00,1.500000e-01,0.000000e+00,8.690871e-05,-2.69790e-10,-8.69085e-05,8.664989e-11,
1.600000e-01,0.000000e+00,1.000000e+00,1.600000e-01,0.000000e+00,9.198830e-05,-2.70561e-10,-9.19881e-05,8.850697e-11,
1.700000e-01,0.000000e+00,1.000000e+00,1.700000e-01,0.000000e+00,9.697814e-05,-2.71411e-10,-9.69780e-05,9.040149e-11,
1.800000e-01,0.000000e+00,1.000000e+00,1.800000e-01,0.000000e+00,1.018780e-04,-2.72340e-10,-1.01878e-04,9.233415e-11,
