Valim,Vd,Vg,Vs,Vb,Id,Ig,Is,Ib
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-4.20682e-38,-3.12715e-41,-4.20924e-38,8.419184e-38,
5.000000e-02,0.000000e+00,5.000000e-02,0.000000e+00,0.000000e+00,4.266598e-14,-8.56086e-14,4.266598e-14,2.787093e-16,
1.000000e-01,0.000000e+00,1.000000e-01,0.000000e+00,0.000000e+00,4.210469e-14,-8.50917e-14,4.210469e-14,8.827613e-16,
1.500000e-01,0.000000e+00,1.500000e-01,0.000000e+00,0.000000e+00,1.350399e-14,-2.93793e-14,1.350399e-14,2.371361e-15,
2.000000e-01,0.000000e+00,2.000000e-01,0.000000e+00,0.000000e+00,5.279652e-14,-1.11841e-13,5.279652e-14,6.250014e-15,
2.500000e-01,0.000000e+00,2.500000e-01,0.000000e+00,0.000000e+00,1.640405e-13,-3.44530e-13,1.640405e-13,1.644798e-14,
3.000000e-01,0.000000e+00,3.000000e-01,0.000000e+00,0.000000e+00,3.435923e-13,-7.30069e-13,3.435923e-13,4.288429e-14,
3.500000e-01,0.000000e+00,3.500000e-01,0.000000e+00,0.000000e+00,6.119281e-13,-1.33372e-12,6.119281e-13,1.098552e-13,
4.000000e-01,0.000000e+00,4.000000e-01,0.000000e+00,0.000000e+00,9.988002e-13,-2.27299e-12,9.988002e-13,2.754006e-13,
4.500000e-01,0.000000e+00,4.500000e-01,0.000000e+00,0.000000e+00,1.563512e-12,-3.80221e-12,1.563512e-12,6.751900e-13,
5.000000e-01,0.000000e+00,5.000000e-01,0.000000e+00,0.000000e+00,2.451661e-12,-6.52287e-12,2.451661e-12,1.619549e-12,
5.500000e-01,0.000000e+00,5.500000e-01,0.000000e+00,0.000000e+00,3.868582e-12,-1.15374e-11,3.868582e-12,3.800236e-12,
6.000000e-01,0.000000e+00,6.000000e-01,0.000000e+00,0.000000e+00,5.921410e-12,-2.05498e-11,5.921410e-12,8.706958e-12,
6.500000e-01,0.000000e+00,6.500000e-01,0.000000e+00,0.000000e+00,8.695947e-12,-3.67879e-11,8.695947e-12,1.939599e-11,
7.000000e-01,0.000000e+00,7.000000e-01,0.000000e+00,0.000000e+00,1.233642e-11,-6.64049e-11,1.233642e-11,4.173200e-11,
7.500000e-01,0.000000e+00,7.500000e-01,0.000000e+00,0.000000e+00,1.703758e-11,-1.20122e-10,1.703758e-11,8.604662e-11,
8.000000e-01,0.000000e+00,8.000000e-01,0.000000e+00,0.000000e+00,2.303951e-11,-2.14962e-10,2.303951e-11,1.688831e-10,
8.500000e-01,0.000000e+00,8.500000e-01,0.000000e+00,0.000000e+00,3.063156e-11,-3.75799e-10,3.063156e-11,3.145358e-10,
9.000000e-01,0.000000e+00,9.000000e-01,0.000000e+00,0.000000e+00,4.016025e-11,-6.37036e-10,4.016025e-11,5.567156e-10,
9.500000e-01,0.000000e+00,9.500000e-01,0.000000e+00,0.000000e+00,5.203925e-11,-1.04532e-09,5.203925e-11,9.412413e-10,
1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,6.676140e-11,-1.66401e-09,6.676140e-11,1.530485e-09,
