Valim,Vd,Vg,Vs,Vb,Id,Ig,Is,Ib
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-7.77437e-40,-5.09875e-43,-7.88021e-40,1.565969e-39,
5.000000e-02,5.000000e-02,0.000000e+00,0.000000e+00,0.000000e+00,-1.47639e-05,3.442373e-14,1.476387e-05,2.568219e-14,
1.000000e-01,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-3.37573e-05,9.561338e-14,3.375734e-05,3.698322e-14,
1.500000e-01,1.500000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-5.26179e-05,1.918972e-13,5.261795e-05,4.508306e-14,
2.000000e-01,2.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-7.12546e-05,3.335253e-13,7.125460e-05,5.261057e-14,
2.500000e-01,2.500000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-8.97054e-05,5.330538e-13,8.970538e-05,5.993645e-14,
3.000000e-01,3.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-1.07968e-04,8.057981e-13,1.079680e-04,6.710431e-14,
3.500000e-01,3.500000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-1.26036e-04,1.170367e-12,1.260360e-04,7.411465e-14,
4.000000e-01,4.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-1.43906e-04,1.649293e-12,1.439063e-04,8.096521e-14,
4.500000e-01,4.500000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-1.61579e-04,2.269771e-12,1.615785e-04,8.765637e-14,
5.000000e-01,5.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-1.79054e-04,3.064526e-12,1.790542e-04,9.419577e-14,
5.500000e-01,5.500000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-1.96336e-04,4.072788e-12,1.963357e-04,1.006493e-13,
6.000000e-01,6.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-2.13426e-04,5.340954e-12,2.134258e-04,1.076717e-13,
6.500000e-01,6.500000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-2.30328e-04,6.918745e-12,2.303276e-04,1.217634e-13,
7.000000e-01,7.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-2.47044e-04,8.812598e-12,2.470443e-04,2.035243e-13,
7.500000e-01,7.500000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-2.63579e-04,1.069200e-11,2.635790e-04,7.632431e-13,
8.000000e-01,8.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-2.79935e-04,1.203915e-11,2.799348e-04,2.413514e-12,
8.500000e-01,8.500000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-2.96115e-04,1.419092e-11,2.961147e-04,3.929864e-12,
9.000000e-01,9.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-3.12122e-04,1.748754e-11,3.121217e-04,5.105185e-12,
9.500000e-01,9.500000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-3.27959e-04,2.165903e-11,3.279586e-04,6.366877e-12,
1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-3.43628e-04,2.674032e-11,3.436283e-04,7.865873e-12,
